,Unnamed: 0,date,names,locs,tweet_texts,links,linked_text,liked,topic,topic_prob,t1,t2,t3,t4,t5,political_alignment,liberal_confidence,conservative_confidence
177,177,1-Apr,The Guardian,London,"UK coronavirus live: Covid rates falling in England but rising in Northern Ireland, says ONS https://t.co/1MAo6v6ou9",https://www.theguardian.com/politics/live/2021/apr/01/uk-covid-live-keir-starmer-boris-johnson-coronavirus-checks-pub-landlords-latest-updates?CMP=twt_gu&utm_source=Twitter&utm_medium#Echobox=1617284720,,0.0,"sci, med",0.99293,sci,med,,,,Liberal,0.999841570854187,0.00015842488210182637
178,178,1-Apr,The Verge,New York,"RT @voxdotcom: We spoke to people who have reported seeing eerie floating balls of lightning, and had their stories illustrated. 

Our jaws…",,,0.0,"misc, forsale",0.13426,misc,forsale,,,,Liberal,0.9858074188232422,0.014192572794854641
179,179,1-Apr,The New York Times,New York City,"RT @amandahess: I profiled @brandicarlile, a ""mean, scrappy little trailer girl"" who became a master in the art of self-awareness https://t…",,,0.0,"rec, sport, baseball",0.1779,rec,sport,baseball,,,Liberal,0.9992552399635315,0.0007447318639606237
180,180,1-Apr,The Guardian,London,Joe Biden to hold first cabinet meeting as he pitches $2tn infrastructure plan – live https://t.co/FTvlC9yRth,https://www.theguardian.com/us-news/live/2021/apr/01/derek-chauvin-trial-george-floyd-joe-biden-infrastructure-coronavirus-covid-live?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617284376,,0.0,"sci, electronics",0.13218,sci,electronics,,,,Liberal,0.9984992742538452,0.0015007791807875037
181,181,1-Apr,The Times,London,"Four people, including a child, were killed yesterday in a shooting at an office building in southern California.… https://t.co/NH0VZpofrj",,,0.0,"talk, politics, misc",0.52572,talk,politics,misc,,,Conservative,0.0071967714466154575,0.992803156375885
182,182,1-Apr,The Verge,New York,1Password’s family plan is 50 percent off for Verge readers https://t.co/DqmR2TctsM https://t.co/YPN6zVmgSV,https://www.theverge.com/good-deals/2021/4/1/22360020/1password-family-plan-discount-password-manager-deal-subscription?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter,,0.0,"talk, politics, misc",0.25415,talk,politics,misc,,,Liberal,0.9998347759246826,0.00016521439829375595
183,183,1-Apr,BBC News (World),"London, UK",Spy novelist John le Carré 'died an Irishman' https://t.co/kZDAmz2BHn,https://bbc.in/3sHrmwR,,0.0,"talk, religion, misc",0.21802,talk,religion,misc,,,Conservative,0.0009181774221360683,0.9990818500518799
184,184,1-Apr,BBC News (World),"London, UK","Ireland's vaccine rollout ""catching up"" on Northern Ireland https://t.co/3yNhFI9fzF",https://bbc.in/31BHAM6,,0.0,"sci, med",0.99286,sci,med,,,,Liberal,0.9992857575416565,0.0007143247639760375
185,185,1-Apr,The Verge,New York,This Nvidia RTX 4090 video wins 2021’s best April Fools’ joke https://t.co/i5uAsJQmzc https://t.co/F2AoztZQXj,https://www.theverge.com/tldr/2021/4/1/22361811/nvidia-rtx-4090-april-fools-day-video?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter,,0.0,"comp, graphics",0.32728,comp,graphics,,,,Liberal,0.9953027963638306,0.004697255324572325
186,186,1-Apr,Mayor of London,London,"Testing is key to beating coronavirus, especially as restrictions ease. If you have any #COVID19 symptoms:
 
🏠  Sel… https://t.co/ZFws2sxbp7",,,0.0,"sci, med",0.99375,sci,med,,,,Liberal,0.9998173117637634,0.00018267115228809416
